uniqueid,country,year,location_type,cellphone_access,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,household_size,age_of_respondent,bank_account
uniqueid_83,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,5,40,1
uniqueid_84,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,3,21,0
uniqueid_85,Uganda,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Other Income,1,29,1
uniqueid_86,Uganda,2018,Rural,No,Female,Other relative,Divorced/Seperated,Primary education,Self employed,9,20,0
uniqueid_87,Uganda,2018,Rural,No,Male,Spouse,Married/Living together,Primary education,No Income,4,33,0
uniqueid_88,Uganda,2018,Rural,No,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private,1,29,0
uniqueid_89,Uganda,2018,Urban,Yes,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,2,30,0
uniqueid_90,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Other Income,2,25,0
uniqueid_91,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Other Income,4,25,0
uniqueid_92,Uganda,2018,Urban,Yes,Female,Head of Household,Married/Living together,Primary education,Other Income,4,26,0
uniqueid_93,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Self employed,5,31,0
uniqueid_94,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,5,50,0
uniqueid_95,Uganda,2018,Rural,Yes,Male,Head of Household,Single/Never Married,Primary education,Self employed,1,26,0
uniqueid_96,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,7,39,0
uniqueid_97,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,No formal education,No Income,6,63,0
uniqueid_98,Uganda,2018,Urban,No,Female,Spouse,Married/Living together,Primary education,Self employed,2,28,0
uniqueid_99,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,4,30,0
uniqueid_100,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,2,25,1
uniqueid_101,Uganda,2018,Rural,Yes,Female,Head of Household,Divorced/Seperated,No formal education,Other Income,1,50,0
uniqueid_102,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Other Income,7,34,0
uniqueid_103,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,7,35,0
uniqueid_104,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Self employed,7,33,0
uniqueid_105,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Other Income,4,18,0
uniqueid_106,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,6,33,0
uniqueid_107,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,3,31,0
uniqueid_108,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,7,27,0
uniqueid_109,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Self employed,5,35,0
uniqueid_110,Uganda,2018,Rural,Yes,Male,Head of Household,Single/Never Married,Primary education,Other Income,1,28,0
uniqueid_111,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Self employed,6,22,0
uniqueid_112,Uganda,2018,Urban,Yes,Female,Head of Household,Divorced/Seperated,Primary education,Other Income,6,25,0
uniqueid_113,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Tertiary education,No Income,3,27,0
uniqueid_114,Uganda,2018,Rural,No,Male,Parent,Married/Living together,Secondary education,Self employed,13,34,1
uniqueid_115,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,6,29,0
uniqueid_116,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,10,35,0
uniqueid_117,Uganda,2018,Urban,Yes,Male,Other relative,Married/Living together,Secondary education,Other Income,2,20,1
uniqueid_118,Uganda,2018,Rural,No,Female,Head of Household,Married/Living together,Primary education,Other Income,10,50,0
uniqueid_119,Uganda,2018,Rural,Yes,Female,Head of Household,Single/Never Married,Secondary education,Formally employed Private,2,23,0
uniqueid_120,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Other Income,5,28,0
uniqueid_121,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Formally employed Private,3,29,1
uniqueid_122,Uganda,2018,Rural,Yes,Male,Head of Household,Widowed,Primary education,Self employed,5,37,0
uniqueid_123,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,4,23,0
uniqueid_124,Uganda,2018,Rural,No,Female,Head of Household,Divorced/Seperated,No formal education,Self employed,2,76,0
uniqueid_125,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,7,28,0
uniqueid_126,Uganda,2018,Urban,Yes,Male,Parent,Single/Never Married,Secondary education,Self employed,6,16,0
uniqueid_127,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Government Dependent,10,60,1
uniqueid_128,Uganda,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Self employed,7,37,0
uniqueid_129,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,3,47,0
uniqueid_130,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Secondary education,Self employed,4,23,0
uniqueid_131,Uganda,2018,Rural,No,Male,Head of Household,Single/Never Married,Primary education,Other Income,1,55,0
uniqueid_132,Uganda,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Secondary education,Other Income,1,35,0
uniqueid_133,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,8,39,0
uniqueid_134,Uganda,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Primary education,Other Income,1,45,0
uniqueid_135,Uganda,2018,Rural,Yes,Female,Head of Household,Widowed,No formal education,Self employed,1,64,0
uniqueid_136,Uganda,2018,Rural,Yes,Female,Head of Household,Widowed,No formal education,Self employed,7,51,0
uniqueid_137,Uganda,2018,Rural,No,Female,Parent,Single/Never Married,Primary education,No Income,14,16,0
uniqueid_138,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,3,26,0
uniqueid_139,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,Primary education,Self employed,9,45,0
uniqueid_140,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,6,37,0
uniqueid_141,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Other Income,3,24,0
uniqueid_142,Uganda,2018,Urban,No,Female,Spouse,Married/Living together,Primary education,Other Income,2,20,0
uniqueid_143,Uganda,2018,Urban,No,Female,Head of Household,Single/Never Married,No formal education,Other Income,2,21,0
uniqueid_144,Uganda,2018,Rural,No,Male,Head of Household,Single/Never Married,Primary education,Self employed,1,25,0
uniqueid_145,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,3,40,0
uniqueid_146,Uganda,2018,Rural,No,Male,Head of Household,Divorced/Seperated,Primary education,Other Income,1,78,0
uniqueid_147,Uganda,2018,Rural,Yes,Male,Head of Household,Single/Never Married,Primary education,Self employed,1,23,0
uniqueid_148,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,6,55,1
uniqueid_149,Uganda,2018,Urban,Yes,Male,Head of Household,Widowed,Vocational/Specialised training,Government Dependent,12,72,1
uniqueid_150,Uganda,2018,Rural,Yes,Female,Head of Household,Widowed,No formal education,Self employed,2,40,0
uniqueid_151,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,2,31,0
uniqueid_152,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Self employed,5,30,0
uniqueid_153,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,9,40,0
uniqueid_154,Uganda,2018,Rural,Yes,Female,Head of Household,Widowed,Primary education,Self employed,3,80,0
uniqueid_155,Uganda,2018,Urban,Yes,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed,9,65,0
uniqueid_156,Uganda,2018,Rural,Yes,Female,Other relative,Single/Never Married,Secondary education,No Income,5,18,0
uniqueid_157,Uganda,2018,Urban,Yes,Male,Parent,Married/Living together,Primary education,Self employed,8,27,0
uniqueid_158,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Other Income,2,70,0
uniqueid_159,Uganda,2018,Rural,Yes,Female,Head of Household,Widowed,No formal education,Self employed,4,56,0
uniqueid_160,Uganda,2018,Rural,Yes,Male,Other relative,Single/Never Married,Primary education,Self employed,5,18,0
uniqueid_161,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,5,36,0
uniqueid_162,Uganda,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Self employed,2,30,0
uniqueid_163,Uganda,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,7,42,1
uniqueid_164,Uganda,2018,Urban,Yes,Male,Parent,Married/Living together,Primary education,Other Income,7,16,0
uniqueid_165,Uganda,2018,Rural,Yes,Female,Head of Household,Widowed,No formal education,Self employed,4,90,0
uniqueid_166,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Dont Know/Refuse to answer,5,36,0
uniqueid_167,Uganda,2018,Rural,No,Female,Head of Household,Married/Living together,Primary education,Self employed,6,30,0
uniqueid_168,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,6,34,0
uniqueid_169,Uganda,2018,Rural,Yes,Male,Child,Single/Never Married,Vocational/Specialised training,Other Income,12,21,1
uniqueid_170,Uganda,2018,Rural,Yes,Female,Head of Household,Divorced/Seperated,Secondary education,Self employed,4,38,0
uniqueid_171,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,Secondary education,Self employed,4,72,0
uniqueid_172,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed,8,37,0
uniqueid_173,Uganda,2018,Urban,Yes,Male,Parent,Married/Living together,Secondary education,Self employed,13,32,0
uniqueid_174,Uganda,2018,Urban,Yes,Female,Parent,Widowed,Primary education,Self employed,10,40,1
uniqueid_175,Uganda,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Self employed,2,40,0
uniqueid_176,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,No formal education,Other Income,3,50,0
uniqueid_177,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,No Income,4,71,0
uniqueid_178,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,Primary education,Self employed,4,66,0
uniqueid_179,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,No formal education,Self employed,4,41,0
uniqueid_180,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,13,67,0
uniqueid_181,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Other Income,4,73,0
uniqueid_182,Uganda,2018,Urban,No,Female,Parent,Single/Never Married,Primary education,Dont Know/Refuse to answer,7,18,0
uniqueid_183,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Other Income,7,37,0
uniqueid_184,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,No formal education,Other Income,3,51,0
uniqueid_185,Uganda,2018,Rural,Yes,Male,Head of Household,Divorced/Seperated,Primary education,Self employed,1,60,0
uniqueid_186,Uganda,2018,Rural,Yes,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,2,32,1
uniqueid_187,Uganda,2018,Urban,Yes,Female,Head of Household,Married/Living together,No formal education,Self employed,5,29,0
uniqueid_188,Uganda,2018,Rural,Yes,Male,Parent,Single/Never Married,Primary education,No Income,12,18,0
uniqueid_189,Uganda,2018,Urban,Yes,Female,Other relative,Single/Never Married,Secondary education,Other Income,8,16,0
uniqueid_190,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,4,29,0
uniqueid_191,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Self employed,12,24,0
uniqueid_192,Uganda,2018,Urban,Yes,Male,Other relative,Married/Living together,Primary education,No Income,2,18,0
uniqueid_193,Uganda,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,6,43,0
uniqueid_194,Uganda,2018,Urban,Yes,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed,5,29,0
uniqueid_195,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Self employed,4,45,0
uniqueid_196,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Other Income,5,23,0
uniqueid_197,Uganda,2018,Rural,Yes,Male,Parent,Married/Living together,Secondary education,Other Income,6,38,0
uniqueid_198,Uganda,2018,Rural,Yes,Female,Parent,Single/Never Married,Secondary education,No Income,13,20,0
uniqueid_199,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,6,33,0
uniqueid_200,Uganda,2018,Rural,Yes,Male,Child,Single/Never Married,Primary education,Other Income,7,19,0
uniqueid_201,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Other Income,8,31,0
uniqueid_202,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,1,54,0
uniqueid_203,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Other Income,3,24,0
uniqueid_204,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Other Income,3,29,0
uniqueid_205,Uganda,2018,Rural,Yes,Female,Head of Household,Single/Never Married,Secondary education,Dont Know/Refuse to answer,1,35,0
uniqueid_206,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,No Income,3,19,0
uniqueid_207,Uganda,2018,Urban,Yes,Male,Parent,Single/Never Married,Vocational/Specialised training,Self employed,9,17,0
uniqueid_208,Uganda,2018,Rural,Yes,Female,Head of Household,Married/Living together,Secondary education,Self employed,2,27,0
uniqueid_209,Uganda,2018,Urban,No,Female,Head of Household,Divorced/Seperated,No formal education,Self employed,9,41,0
uniqueid_210,Uganda,2018,Rural,Yes,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,3,37,0
uniqueid_211,Uganda,2018,Rural,No,Female,Head of Household,Widowed,No formal education,Self employed,6,71,0
uniqueid_212,Uganda,2018,Rural,Yes,Female,Other relative,Married/Living together,Secondary education,Other Income,10,27,0
uniqueid_213,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,8,54,0
uniqueid_214,Uganda,2018,Rural,Yes,Male,Head of Household,Single/Never Married,Secondary education,Self employed,1,22,0
uniqueid_215,Uganda,2018,Rural,No,Female,Parent,Married/Living together,Primary education,Other Income,8,18,0
uniqueid_216,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Self employed,5,25,0
uniqueid_217,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,4,32,0
uniqueid_218,Uganda,2018,Rural,No,Female,Head of Household,Widowed,No formal education,No Income,1,62,0
uniqueid_219,Uganda,2018,Urban,Yes,Female,Head of Household,Widowed,Primary education,Self employed,2,67,0
uniqueid_220,Uganda,2018,Rural,No,Female,Head of Household,Single/Never Married,Primary education,Self employed,10,16,0
uniqueid_221,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,No Income,2,20,0
uniqueid_222,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,4,29,0
uniqueid_223,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,10,42,0
uniqueid_224,Uganda,2018,Urban,Yes,Female,Head of Household,Married/Living together,Primary education,Other Income,1,58,0
uniqueid_225,Uganda,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,1,26,1
uniqueid_226,Uganda,2018,Rural,No,Male,Head of Household,Divorced/Seperated,No formal education,Self employed,1,71,0
uniqueid_227,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,4,50,0
uniqueid_228,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Self employed,3,50,0
uniqueid_229,Uganda,2018,Urban,No,Female,Spouse,Married/Living together,Primary education,Self employed,6,25,0
uniqueid_230,Uganda,2018,Urban,No,Female,Head of Household,Single/Never Married,Primary education,Other Income,1,28,0
uniqueid_231,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,12,29,0
uniqueid_232,Uganda,2018,Rural,No,Female,Head of Household,Widowed,Primary education,Self employed,2,64,0
uniqueid_233,Uganda,2018,Urban,No,Female,Spouse,Married/Living together,Secondary education,Other Income,4,22,0
uniqueid_234,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Other Income,3,20,0
uniqueid_235,Uganda,2018,Rural,Yes,Male,Spouse,Single/Never Married,Primary education,Self employed,11,19,0
uniqueid_236,Uganda,2018,Urban,Yes,Female,Head of Household,Married/Living together,Primary education,No Income,15,70,0
uniqueid_237,Uganda,2018,Urban,No,Female,Head of Household,Widowed,Primary education,Other Income,1,79,0
uniqueid_238,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,7,41,1
uniqueid_239,Uganda,2018,Rural,Yes,Female,Head of Household,Widowed,Primary education,Other Income,3,50,0
uniqueid_240,Uganda,2018,Rural,No,Male,Head of Household,Single/Never Married,Primary education,Self employed,1,21,0
uniqueid_241,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Other Income,5,39,0
uniqueid_242,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,No Income,2,19,0
uniqueid_243,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,9,43,0
uniqueid_244,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private,8,40,1
uniqueid_245,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Formally employed Private,4,22,0
uniqueid_246,Uganda,2018,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,5,50,0
uniqueid_247,Uganda,2018,Urban,Yes,Female,Other non-relatives,Divorced/Seperated,No formal education,Other Income,3,38,0
uniqueid_248,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Other Income,4,48,0
uniqueid_249,Uganda,2018,Urban,No,Female,Spouse,Married/Living together,No formal education,Other Income,6,36,0
uniqueid_250,Uganda,2018,Rural,No,Female,Head of Household,Divorced/Seperated,No formal education,Self employed,4,49,0
uniqueid_251,Uganda,2018,Rural,Yes,Female,Head of Household,Divorced/Seperated,Secondary education,Self employed,4,30,0
uniqueid_252,Uganda,2018,Rural,No,Female,Head of Household,Married/Living together,No formal education,Self employed,12,45,0
uniqueid_253,Uganda,2018,Rural,No,Female,Head of Household,Married/Living together,Primary education,Self employed,3,23,0
uniqueid_254,Uganda,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Secondary education,Other Income,1,33,0
uniqueid_255,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,5,32,0
uniqueid_256,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Other Income,2,23,0
uniqueid_257,Uganda,2018,Rural,Yes,Female,Head of Household,Widowed,Primary education,Formally employed Private,4,33,0
uniqueid_258,Uganda,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Secondary education,Other Income,3,29,0
uniqueid_259,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Self employed,8,38,0
uniqueid_260,Uganda,2018,Rural,No,Female,Head of Household,Married/Living together,Primary education,Self employed,7,25,0
uniqueid_261,Uganda,2018,Urban,No,Female,Child,Single/Never Married,Secondary education,Other Income,3,16,0
uniqueid_262,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,6,33,0
uniqueid_263,Uganda,2018,Urban,Yes,Male,Head of Household,Widowed,Primary education,Self employed,3,42,0
uniqueid_264,Uganda,2018,Urban,Yes,Female,Other relative,Single/Never Married,Tertiary education,Self employed,3,21,1
uniqueid_265,Uganda,2018,Urban,Yes,Female,Child,Single/Never Married,Primary education,Self employed,5,20,0
uniqueid_266,Uganda,2018,Rural,No,Male,Head of Household,Single/Never Married,Primary education,Self employed,5,35,1
uniqueid_267,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,7,32,0
uniqueid_268,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,5,38,1
uniqueid_269,Uganda,2018,Urban,No,Female,Head of Household,Divorced/Seperated,Secondary education,Self employed,2,40,0
uniqueid_270,Uganda,2018,Rural,No,Female,Head of Household,Divorced/Seperated,No formal education,Self employed,2,48,0
uniqueid_271,Uganda,2018,Urban,No,Female,Spouse,Married/Living together,Primary education,No Income,2,22,0
uniqueid_272,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed,5,38,0
uniqueid_273,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,10,23,0
uniqueid_274,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,Primary education,Dont Know/Refuse to answer,4,56,0
uniqueid_275,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,Primary education,Self employed,3,51,0
uniqueid_276,Uganda,2018,Rural,Yes,Male,Head of Household,Divorced/Seperated,Primary education,Dont Know/Refuse to answer,1,48,0
uniqueid_277,Uganda,2018,Rural,Yes,Male,Head of Household,Single/Never Married,Secondary education,Self employed,1,18,0
uniqueid_278,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,8,36,0
uniqueid_279,Uganda,2018,Urban,Yes,Male,Head of Household,Married/Living together,No formal education,Other Income,2,57,0
uniqueid_280,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,3,25,0
uniqueid_281,Uganda,2018,Rural,No,Female,Head of Household,Married/Living together,Primary education,Other Income,2,19,0
uniqueid_282,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,5,39,0
uniqueid_283,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Self employed,8,50,0
uniqueid_284,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,4,28,1
uniqueid_285,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,4,22,0
uniqueid_286,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,No formal education,Dont Know/Refuse to answer,2,23,0
uniqueid_287,Uganda,2018,Rural,Yes,Female,Other relative,Single/Never Married,Primary education,Self employed,3,18,0
uniqueid_288,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,5,36,0
uniqueid_289,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,3,25,0
uniqueid_290,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Self employed,9,26,0
uniqueid_291,Uganda,2018,Rural,Yes,Male,Parent,Single/Never Married,Secondary education,Self employed,7,19,0
uniqueid_292,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,2,25,0
uniqueid_293,Uganda,2018,Urban,Yes,Female,Head of Household,Divorced/Seperated,Secondary education,Other Income,6,36,1
uniqueid_294,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Other Income,6,65,0
uniqueid_295,Uganda,2018,Rural,No,Male,Other relative,Single/Never Married,Primary education,Other Income,6,20,0
uniqueid_296,Uganda,2018,Urban,Yes,Female,Head of Household,Widowed,Secondary education,Other Income,3,63,0
uniqueid_297,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Tertiary education,No Income,3,26,1
uniqueid_298,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,5,21,0
uniqueid_299,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Other Income,8,31,0
uniqueid_300,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Other Income,3,35,0
uniqueid_301,Uganda,2018,Urban,No,Female,Spouse,Married/Living together,No formal education,Self employed,4,33,0
uniqueid_302,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,4,48,1
uniqueid_303,Uganda,2018,Rural,No,Female,Child,Widowed,Primary education,Other Income,10,70,0
uniqueid_304,Uganda,2018,Rural,No,Female,Parent,Married/Living together,Primary education,Self employed,10,18,0
uniqueid_305,Uganda,2018,Urban,No,Female,Head of Household,Widowed,Primary education,Self employed,3,77,0
uniqueid_306,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Other Income,5,35,0
uniqueid_307,Uganda,2018,Rural,Yes,Female,Parent,Married/Living together,Secondary education,Self employed,9,23,0
uniqueid_308,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Other Income,7,30,0
uniqueid_309,Uganda,2018,Urban,Yes,Female,Head of Household,Married/Living together,Secondary education,Other Income,2,21,0
uniqueid_310,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,No Income,11,56,0
uniqueid_311,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Other Income,3,22,0
uniqueid_312,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Other Income,8,33,1
uniqueid_313,Uganda,2018,Urban,Yes,Female,Head of Household,Divorced/Seperated,Secondary education,No Income,3,28,0
uniqueid_314,Uganda,2018,Rural,No,Female,Child,Single/Never Married,Primary education,No Income,8,16,0
uniqueid_315,Uganda,2018,Urban,Yes,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Private,3,25,1
uniqueid_316,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,5,28,0
uniqueid_317,Uganda,2018,Urban,Yes,Female,Head of Household,Married/Living together,Secondary education,Self employed,2,54,1
uniqueid_318,Uganda,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,2,25,1
uniqueid_319,Uganda,2018,Rural,No,Female,Parent,Married/Living together,Primary education,Self employed,6,18,0
uniqueid_320,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,7,33,0
uniqueid_321,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Self employed,4,40,0
uniqueid_322,Uganda,2018,Rural,No,Female,Head of Household,Widowed,No formal education,No Income,1,85,0
uniqueid_323,Uganda,2018,Rural,No,Male,Head of Household,Married/Living together,Primary education,Self employed,11,50,0
uniqueid_324,Uganda,2018,Urban,Yes,Female,Other non-relatives,Single/Never Married,Primary education,Other Income,4,20,0
uniqueid_325,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Other Income,6,26,0
uniqueid_326,Uganda,2018,Rural,No,Female,Spouse,Married/Living together,Secondary education,Other Income,3,18,0
uniqueid_327,Uganda,2018,Rural,Yes,Male,Other relative,Married/Living together,Primary education,Self employed,2,31,0
uniqueid_328,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,3,19,0
uniqueid_329,Uganda,2018,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Other Income,5,24,0
uniqueid_330,Uganda,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,4,40,1
uniqueid_331,Uganda,2018,Rural,Yes,Female,Head of Household,Divorced/Seperated,Primary education,No Income,5,30,0
